Cluster	Celltype (malignancy)	Celltype (major-lineage)	Celltype (minor-lineage)	Gene	log2FC	Percentage (%)	Adjusted p-value
1	Immune cells	CD4Tconv	CD4Tn	RPL12	0.29	100.0	2.04e-18
1	Immune cells	CD4Tconv	CD4Tn	EVL	0.49	81.7	2.12e-18
1	Immune cells	CD4Tconv	CD4Tn	PYCARD	-0.83	33.5	2.39e-18
1	Immune cells	CD4Tconv	CD4Tn	CLEC7A	-0.86	3.1	4.41e-18
1	Immune cells	CD4Tconv	CD4Tn	CFD	-0.99	6.8	5.12e-18
1	Immune cells	CD4Tconv	CD4Tn	COTL1	-0.87	53.4	5.18e-18
1	Immune cells	CD4Tconv	CD4Tn	RP4-594I10.3	0.26	13.6	6.03e-18
1	Immune cells	CD4Tconv	CD4Tn	LINC00861	0.5	49.2	6.24e-18
1	Immune cells	CD4Tconv	CD4Tn	EFHD2	-0.78	6.8	6.3e-18
1	Immune cells	CD4Tconv	CD4Tn	RPL24	0.35	97.9	6.33e-18
1	Immune cells	CD4Tconv	CD4Tn	BLVRB	-0.88	9.9	9.11e-18
1	Immune cells	CD4Tconv	CD4Tn	SPOCK2	0.53	37.7	9.28e-18
1	Immune cells	CD4Tconv	CD4Tn	TKT	-1.05	37.2	1.22e-17
1	Immune cells	CD4Tconv	CD4Tn	RP11-138A9.1	0.49	26.7	1.22e-17
1	Immune cells	CD4Tconv	CD4Tn	TMEM123	0.63	61.8	1.31e-17
1	Immune cells	CD4Tconv	CD4Tn	MEF2C	-0.85	0.5	1.71e-17
1	Immune cells	CD4Tconv	CD4Tn	FPR1	-0.84	1.0	1.8e-17
1	Immune cells	CD4Tconv	CD4Tn	INPP4B	0.38	23.0	2.48e-17
1	Immune cells	CD4Tconv	CD4Tn	NCF2	-0.87	2.6	2.56e-17
1	Immune cells	CD4Tconv	CD4Tn	RPS13	0.33	100.0	2.98e-17
1	Immune cells	CD4Tconv	CD4Tn	TNFSF13B	-0.89	4.2	3.69e-17
1	Immune cells	CD4Tconv	CD4Tn	C14orf2	-0.64	59.2	4.17e-17
1	Immune cells	CD4Tconv	CD4Tn	AAK1	0.57	60.7	5.05e-17
1	Immune cells	CD4Tconv	CD4Tn	HLA-DPA1	-1.09	29.8	5.43e-17
1	Immune cells	CD4Tconv	CD4Tn	IFI30	-0.82	0.5	5.5e-17
1	Immune cells	CD4Tconv	CD4Tn	EIF3E	0.47	91.1	5.6e-17
1	Immune cells	CD4Tconv	CD4Tn	CNPY3	-0.79	15.7	7.3e-17
1	Immune cells	CD4Tconv	CD4Tn	CSF3R	-0.82	2.1	7.38e-17
1	Immune cells	CD4Tconv	CD4Tn	CD302	-0.78	0.5	9.6e-17
1	Immune cells	CD4Tconv	CD4Tn	OXNAD1	0.47	27.2	1.11e-16
1	Immune cells	CD4Tconv	CD4Tn	CD28	0.28	11.5	1.54e-16
1	Immune cells	CD4Tconv	CD4Tn	PBXIP1	0.51	34.6	1.61e-16
1	Immune cells	CD4Tconv	CD4Tn	PIM1	0.54	55.0	2.54e-16
1	Immune cells	CD4Tconv	CD4Tn	SUSD3	0.46	27.2	2.66e-16
1	Immune cells	CD4Tconv	CD4Tn	SKAP2	-0.72	3.7	5.03e-16
1	Immune cells	CD4Tconv	CD4Tn	PRKCA	0.35	18.3	5.2e-16
1	Immune cells	CD4Tconv	CD4Tn	RNASE6	-0.78	1.6	5.25e-16
1	Immune cells	CD4Tconv	CD4Tn	GABARAP	-0.75	27.2	6.24e-16
1	Immune cells	CD4Tconv	CD4Tn	CD93	-0.82	1.0	1.11e-15
1	Immune cells	CD4Tconv	CD4Tn	TMSB4X	-0.29	100.0	1.18e-15
1	Immune cells	CD4Tconv	CD4Tn	HINT1	0.5	87.4	2.45e-15
1	Immune cells	CD4Tconv	CD4Tn	SLC7A7	-0.8	1.0	2.71e-15
1	Immune cells	CD4Tconv	CD4Tn	THEM4	0.33	21.5	3.53e-15
1	Immune cells	CD4Tconv	CD4Tn	PLEK	-0.68	5.8	3.73e-15
1	Immune cells	CD4Tconv	CD4Tn	TALDO1	-0.74	28.8	3.77e-15
1	Immune cells	CD4Tconv	CD4Tn	CD68	-0.8	3.1	4.42e-15
1	Immune cells	CD4Tconv	CD4Tn	MT-ND1	-0.41	100.0	5.24e-15
1	Immune cells	CD4Tconv	CD4Tn	RHOH	0.46	43.5	5.39e-15
1	Immune cells	CD4Tconv	CD4Tn	C12orf57	0.48	69.6	5.62e-15
1	Immune cells	CD4Tconv	CD4Tn	RGS18	-1.07	4.2	5.91e-15
1	Immune cells	CD4Tconv	CD4Tn	SDCBP	-0.76	25.7	7.45e-15
1	Immune cells	CD4Tconv	CD4Tn	ARPC1B	-0.6	67.0	7.9e-15
1	Immune cells	CD4Tconv	CD4Tn	CD7	0.43	61.3	7.9e-15
1	Immune cells	CD4Tconv	CD4Tn	GPR183	0.45	24.6	8.38e-15
1	Immune cells	CD4Tconv	CD4Tn	CLEC12A	-0.71	0.0	9.43e-15
1	Immune cells	CD4Tconv	CD4Tn	ACAP1	0.47	69.6	1.03e-14
1	Immune cells	CD4Tconv	CD4Tn	OCIAD2	0.45	35.6	1.05e-14
1	Immune cells	CD4Tconv	CD4Tn	IRAK3	-0.7	0.0	1.1e-14
1	Immune cells	CD4Tconv	CD4Tn	CLEC4E	-0.75	0.0	1.3e-14
1	Immune cells	CD4Tconv	CD4Tn	SERPINB1	-0.77	27.2	1.43e-14
1	Immune cells	CD4Tconv	CD4Tn	IQGAP1	-0.75	16.2	1.75e-14
1	Immune cells	CD4Tconv	CD4Tn	RHOA	-0.56	61.8	1.79e-14
1	Immune cells	CD4Tconv	CD4Tn	S100A11	-0.79	67.0	1.81e-14
1	Immune cells	CD4Tconv	CD4Tn	STMN3	0.4	26.2	1.82e-14
1	Immune cells	CD4Tconv	CD4Tn	LY86	-0.7	2.6	1.94e-14
1	Immune cells	CD4Tconv	CD4Tn	ATP6V0E2	0.31	24.1	2.03e-14
1	Immune cells	CD4Tconv	CD4Tn	ZNF90	0.44	92.1	2.23e-14
1	Immune cells	CD4Tconv	CD4Tn	SLC11A1	-0.77	4.2	2.26e-14
1	Immune cells	CD4Tconv	CD4Tn	CDA	-0.71	1.0	2.7e-14
1	Immune cells	CD4Tconv	CD4Tn	PLBD1	-0.86	2.1	3.03e-14
1	Immune cells	CD4Tconv	CD4Tn	RAB31	-0.71	1.0	3.53e-14
1	Immune cells	CD4Tconv	CD4Tn	ARPC3	-0.5	75.4	3.71e-14
1	Immune cells	CD4Tconv	CD4Tn	TMEM176A	-0.71	1.0	5.52e-14
1	Immune cells	CD4Tconv	CD4Tn	ATP6V0B	-0.71	16.8	7.95e-14
1	Immune cells	CD4Tconv	CD4Tn	BIRC3	0.47	33.5	8.08e-14
1	Immune cells	CD4Tconv	CD4Tn	AGTRAP	-0.69	7.9	1.01e-13
1	Immune cells	CD4Tconv	CD4Tn	PRELID1	-0.63	44.0	1.15e-13
1	Immune cells	CD4Tconv	CD4Tn	MT-ND4	-0.33	99.0	1.28e-13
1	Immune cells	CD4Tconv	CD4Tn	NDUFB1	-0.62	48.7	1.34e-13
1	Immune cells	CD4Tconv	CD4Tn	RPL36AL	0.37	97.4	1.58e-13
1	Immune cells	CD4Tconv	CD4Tn	LCP1	-0.65	42.9	1.75e-13
1	Immune cells	CD4Tconv	CD4Tn	ACTR2	-0.67	32.5	1.78e-13
1	Immune cells	CD4Tconv	CD4Tn	ETS1	0.48	44.5	1.88e-13
1	Immune cells	CD4Tconv	CD4Tn	DUSP6	-0.81	2.1	2.07e-13
1	Immune cells	CD4Tconv	CD4Tn	RBP7	-0.9	5.2	2.72e-13
1	Immune cells	CD4Tconv	CD4Tn	FCGR2A	-0.63	0.5	3.84e-13
1	Immune cells	CD4Tconv	CD4Tn	HLA-DQA1	-0.84	4.7	4.03e-13
1	Immune cells	CD4Tconv	CD4Tn	RP11-277L2.4	0.39	20.9	4.24e-13
1	Immune cells	CD4Tconv	CD4Tn	GALT	0.4	23.6	4.36e-13
1	Immune cells	CD4Tconv	CD4Tn	CAP1	-0.57	44.0	4.85e-13
1	Immune cells	CD4Tconv	CD4Tn	C14orf64	0.28	16.8	4.94e-13
1	Immune cells	CD4Tconv	CD4Tn	TCEB2	-0.53	69.1	5.19e-13
1	Immune cells	CD4Tconv	CD4Tn	LRRK2	-0.66	1.0	5.2e-13
1	Immune cells	CD4Tconv	CD4Tn	CYLD	0.46	41.9	5.25e-13
1	Immune cells	CD4Tconv	CD4Tn	LYN	-0.6	2.6	5.26e-13
1	Immune cells	CD4Tconv	CD4Tn	FLNA	-0.63	30.4	5.65e-13
1	Immune cells	CD4Tconv	CD4Tn	PPBP	-2.16	17.3	6.06e-13
1	Immune cells	CD4Tconv	CD4Tn	PTPRCAP	0.34	83.8	6.38e-13
1	Immune cells	CD4Tconv	CD4Tn	RP11-290F20.3	-0.7	0.5	6.46e-13
1	Immune cells	CD4Tconv	CD4Tn	RIC3	0.28	13.6	6.55e-13
1	Immune cells	CD4Tconv	CD4Tn	CFP	-0.82	13.6	6.55e-13
1	Immune cells	CD4Tconv	CD4Tn	PGD	-0.73	5.8	6.62e-13
1	Immune cells	CD4Tconv	CD4Tn	LAMTOR1	-0.64	27.7	6.62e-13
1	Immune cells	CD4Tconv	CD4Tn	THBS1	-0.76	1.6	6.66e-13
1	Immune cells	CD4Tconv	CD4Tn	ALDH2	-0.69	0.5	6.92e-13
1	Immune cells	CD4Tconv	CD4Tn	NRGN	-1.02	4.7	7.19e-13
1	Immune cells	CD4Tconv	CD4Tn	LTA4H	-0.79	22.5	7.23e-13
1	Immune cells	CD4Tconv	CD4Tn	PRKCB	-0.66	17.8	7.5e-13
1	Immune cells	CD4Tconv	CD4Tn	BIN1	0.47	48.7	7.68e-13
1	Immune cells	CD4Tconv	CD4Tn	SELM	0.39	26.2	9.45e-13
1	Immune cells	CD4Tconv	CD4Tn	ODF2L	0.36	29.3	1.03e-12
1	Immune cells	CD4Tconv	CD4Tn	MEGF9	-0.64	2.6	1.15e-12
1	Immune cells	CD4Tconv	CD4Tn	LCK	0.4	59.2	1.46e-12
1	Immune cells	CD4Tconv	CD4Tn	ITGAM	-0.66	2.6	1.55e-12
1	Immune cells	CD4Tconv	CD4Tn	SOD1	0.44	67.5	1.63e-12
1	Immune cells	CD4Tconv	CD4Tn	AES	0.47	69.6	1.69e-12
1	Immune cells	CD4Tconv	CD4Tn	MSN	-0.61	37.7	1.79e-12
1	Immune cells	CD4Tconv	CD4Tn	CPVL	-0.65	0.5	1.82e-12
1	Immune cells	CD4Tconv	CD4Tn	FAM26F	-0.66	6.8	1.94e-12
1	Immune cells	CD4Tconv	CD4Tn	TGFBI	-0.61	1.6	2.24e-12
1	Immune cells	CD4Tconv	CD4Tn	NEAT1	-0.62	72.8	2.32e-12
1	Immune cells	CD4Tconv	CD4Tn	AHNAK	-0.68	21.5	2.46e-12
1	Immune cells	CD4Tconv	CD4Tn	CRTAP	-0.63	5.2	2.47e-12
1	Immune cells	CD4Tconv	CD4Tn	HCK	-0.6	1.0	2.64e-12
1	Immune cells	CD4Tconv	CD4Tn	BRI3	-0.7	11.5	2.73e-12
1	Immune cells	CD4Tconv	CD4Tn	GNAI2	-0.53	26.7	3.12e-12
1	Immune cells	CD4Tconv	CD4Tn	MS4A7	-0.64	0.5	3.15e-12
1	Immune cells	CD4Tconv	CD4Tn	MTPN	-0.64	24.6	3.23e-12
1	Immune cells	CD4Tconv	CD4Tn	CYP1B1	-0.74	0.0	3.36e-12
1	Immune cells	CD4Tconv	CD4Tn	PPP1R2	0.49	49.7	3.4e-12
1	Immune cells	CD4Tconv	CD4Tn	PF4	-1.74	7.3	3.47e-12
1	Immune cells	CD4Tconv	CD4Tn	MGST1	-0.68	2.6	4.3e-12
1	Immune cells	CD4Tconv	CD4Tn	NAMPT	-0.64	1.6	4.82e-12
1	Immune cells	CD4Tconv	CD4Tn	TRADD	0.41	38.7	4.85e-12
1	Immune cells	CD4Tconv	CD4Tn	GZMH	-1.29	13.6	5.33e-12
1	Immune cells	CD4Tconv	CD4Tn	RASGRP1	0.34	26.2	6.71e-12
1	Immune cells	CD4Tconv	CD4Tn	ATP6V1B2	-0.61	8.9	7.08e-12
1	Immune cells	CD4Tconv	CD4Tn	GIMAP7	0.44	71.2	8.04e-12
1	Immune cells	CD4Tconv	CD4Tn	FBXL5	-0.6	5.2	9.8e-12
1	Immune cells	CD4Tconv	CD4Tn	CLEC4A	-0.58	2.6	1.1e-11
1	Immune cells	CD4Tconv	CD4Tn	CMIP	-0.57	1.6	1.15e-11
1	Immune cells	CD4Tconv	CD4Tn	CEBPB	-0.72	24.6	1.22e-11
1	Immune cells	CD4Tconv	CD4Tn	MT-CO2	-0.29	99.5	1.37e-11
1	Immune cells	CD4Tconv	CD4Tn	MFSD1	-0.59	3.7	1.53e-11
1	Immune cells	CD4Tconv	CD4Tn	FAM49A	-0.5	0.5	1.67e-11
1	Immune cells	CD4Tconv	CD4Tn	CLIC1	-0.44	49.7	2e-11
1	Immune cells	CD4Tconv	CD4Tn	ITM2B	-0.55	77.5	2.08e-11
1	Immune cells	CD4Tconv	CD4Tn	IFNGR1	-0.61	7.9	2.15e-11
1	Immune cells	CD4Tconv	CD4Tn	ALOX5	-0.54	0.5	2.4e-11
1	Immune cells	CD4Tconv	CD4Tn	SNX10	-0.64	5.8	2.94e-11
1	Immune cells	CD4Tconv	CD4Tn	MYO1F	-0.53	36.6	2.97e-11
1	Immune cells	CD4Tconv	CD4Tn	AP2S1	-0.56	34.0	3.08e-11
1	Immune cells	CD4Tconv	CD4Tn	ARPC5	-0.53	50.3	3.2e-11
1	Immune cells	CD4Tconv	CD4Tn	SEPT6	0.41	55.0	3.23e-11
1	Immune cells	CD4Tconv	CD4Tn	CD63	-0.59	16.8	3.79e-11
1	Immune cells	CD4Tconv	CD4Tn	CASP1	-0.59	19.9	4.15e-11
1	Immune cells	CD4Tconv	CD4Tn	NKG7	-1.47	30.9	4.33e-11
1	Immune cells	CD4Tconv	CD4Tn	HLA-DMA	-0.58	7.9	4.59e-11
1	Immune cells	CD4Tconv	CD4Tn	ASGR1	-0.57	0.5	4.85e-11
1	Immune cells	CD4Tconv	CD4Tn	TMEM204	0.26	14.1	5.14e-11
1	Immune cells	CD4Tconv	CD4Tn	MPRIP	0.31	19.4	5.81e-11
1	Immune cells	CD4Tconv	CD4Tn	ITGB2	-0.52	53.4	6.39e-11
1	Immune cells	CD4Tconv	CD4Tn	CTSZ	-0.58	5.8	6.47e-11
1	Immune cells	CD4Tconv	CD4Tn	C19orf38	-0.59	1.6	6.49e-11
1	Immune cells	CD4Tconv	CD4Tn	HLA-DMB	-0.58	3.1	6.9e-11
1	Immune cells	CD4Tconv	CD4Tn	PTPRE	-0.57	6.3	8.69e-11
1	Immune cells	CD4Tconv	CD4Tn	LYST	-0.55	5.2	9.73e-11
1	Immune cells	CD4Tconv	CD4Tn	FXYD5	0.41	81.7	1.09e-10
1	Immune cells	CD4Tconv	CD4Tn	YBX3	-0.56	8.9	1.1e-10
1	Immune cells	CD4Tconv	CD4Tn	TOMM7	0.28	95.8	1.76e-10
1	Immune cells	CD4Tconv	CD4Tn	CTSH	-0.56	7.9	1.84e-10
1	Immune cells	CD4Tconv	CD4Tn	RHOB	-0.58	0.0	1.84e-10
1	Immune cells	CD4Tconv	CD4Tn	FCGRT	-0.61	7.9	2.05e-10
1	Immune cells	CD4Tconv	CD4Tn	SCML4	0.33	20.9	2.2e-10
1	Immune cells	CD4Tconv	CD4Tn	AMICA1	-0.68	12.6	2.26e-10
1	Immune cells	CD4Tconv	CD4Tn	KLRD1	-0.89	6.3	2.37e-10
1	Immune cells	CD4Tconv	CD4Tn	CD163	-0.53	0.5	2.47e-10
1	Immune cells	CD4Tconv	CD4Tn	DPYSL2	-0.6	4.7	2.56e-10
1	Immune cells	CD4Tconv	CD4Tn	HLA-DQA2	-0.68	6.3	2.8e-10
1	Immune cells	CD4Tconv	CD4Tn	RASSF2	-0.48	3.1	3.63e-10
1	Immune cells	CD4Tconv	CD4Tn	KCNE3	-0.51	1.0	3.89e-10
1	Immune cells	CD4Tconv	CD4Tn	IRS2	-0.55	1.0	4.07e-10
1	Immune cells	CD4Tconv	CD4Tn	NCOA4	-0.76	21.5	4.09e-10
1	Immune cells	CD4Tconv	CD4Tn	CCL4	-1.09	8.4	4.26e-10
1	Immune cells	CD4Tconv	CD4Tn	HSD17B11	-0.55	22.5	4.55e-10
1	Immune cells	CD4Tconv	CD4Tn	GATA3	0.3	19.9	4.95e-10
1	Immune cells	CD4Tconv	CD4Tn	LILRB2	-0.48	0.0	4.95e-10
1	Immune cells	CD4Tconv	CD4Tn	ANXA2	-0.56	36.1	5.18e-10
1	Immune cells	CD4Tconv	CD4Tn	SVIP	0.36	36.1	6.03e-10
1	Immune cells	CD4Tconv	CD4Tn	LILRA5	-0.49	1.0	6.3e-10
1	Immune cells	CD4Tconv	CD4Tn	CARD16	-0.58	28.3	6.48e-10
1	Immune cells	CD4Tconv	CD4Tn	SEC11A	-0.55	38.2	6.49e-10
1	Immune cells	CD4Tconv	CD4Tn	ATP6V0E1	-0.43	59.7	6.69e-10
1	Immune cells	CD4Tconv	CD4Tn	LAMTOR4	-0.51	51.8	6.97e-10
1	Immune cells	CD4Tconv	CD4Tn	LGALS3	-0.56	15.7	7.75e-10
1	Immune cells	CD4Tconv	CD4Tn	PSIP1	0.38	36.1	7.89e-10
1	Immune cells	CD4Tconv	CD4Tn	SOD2	-0.7	11.5	7.91e-10
1	Immune cells	CD4Tconv	CD4Tn	KLRB1	0.64	34.0	8.55e-10
1	Immune cells	CD4Tconv	CD4Tn	FCGR3A	-0.66	1.6	8.81e-10
1	Immune cells	CD4Tconv	CD4Tn	C7orf73	-0.56	25.1	9.05e-10
1	Immune cells	CD4Tconv	CD4Tn	CECR1	-0.54	4.7	9.84e-10
1	Immune cells	CD4Tconv	CD4Tn	METTL9	-0.61	33.0	9.84e-10
1	Immune cells	CD4Tconv	CD4Tn	PGLS	-0.57	35.1	1.07e-09
1	Immune cells	CD4Tconv	CD4Tn	GLIPR1	-0.52	22.0	1.23e-09
1	Immune cells	CD4Tconv	CD4Tn	NMT2	0.26	17.8	1.34e-09
1	Immune cells	CD4Tconv	CD4Tn	PILRA	-0.45	0.5	1.35e-09
1	Immune cells	CD4Tconv	CD4Tn	CREB5	-0.48	0.0	1.52e-09
1	Immune cells	CD4Tconv	CD4Tn	LAT2	-0.46	1.0	1.53e-09
1	Immune cells	CD4Tconv	CD4Tn	MSRB1	-0.61	6.8	1.71e-09
1	Immune cells	CD4Tconv	CD4Tn	SNX3	-0.49	43.5	1.84e-09
1	Immune cells	CD4Tconv	CD4Tn	OSCAR	-0.47	1.0	1.95e-09
1	Immune cells	CD4Tconv	CD4Tn	AOAH	-0.46	2.6	1.96e-09
1	Immune cells	CD4Tconv	CD4Tn	MYL6	-0.37	83.2	2.21e-09
1	Immune cells	CD4Tconv	CD4Tn	TIMP2	-0.49	1.6	2.26e-09
1	Immune cells	CD4Tconv	CD4Tn	LSP1	-0.44	44.5	2.26e-09
1	Immune cells	CD4Tconv	CD4Tn	LAT	0.3	46.1	2.31e-09
1	Immune cells	CD4Tconv	CD4Tn	SYK	-0.47	0.5	2.54e-09
1	Immune cells	CD4Tconv	CD4Tn	RXRA	-0.44	2.1	2.58e-09
1	Immune cells	CD4Tconv	CD4Tn	CMTM6	-0.54	17.8	2.64e-09
1	Immune cells	CD4Tconv	CD4Tn	HNMT	-0.47	1.6	2.85e-09
1	Immune cells	CD4Tconv	CD4Tn	EIF4EBP1	-0.45	3.7	2.92e-09
1	Immune cells	CD4Tconv	CD4Tn	H3F3B	-0.36	91.1	3.14e-09
1	Immune cells	CD4Tconv	CD4Tn	CD69	0.33	33.0	3.45e-09
1	Immune cells	CD4Tconv	CD4Tn	NBEAL1	0.25	97.9	3.46e-09
1	Immune cells	CD4Tconv	CD4Tn	MAFB	-0.53	0.5	3.82e-09
1	Immune cells	CD4Tconv	CD4Tn	LEPROTL1	0.45	46.1	3.82e-09
1	Immune cells	CD4Tconv	CD4Tn	RTN3	-0.55	12.0	4.09e-09
1	Immune cells	CD4Tconv	CD4Tn	P2RY13	-0.45	0.5	4.16e-09
1	Immune cells	CD4Tconv	CD4Tn	CD5	0.27	17.3	4.88e-09
1	Immune cells	CD4Tconv	CD4Tn	PIK3AP1	-0.43	0.0	5.26e-09
1	Immune cells	CD4Tconv	CD4Tn	NIPAL3	0.31	16.2	5.39e-09
1	Immune cells	CD4Tconv	CD4Tn	TNFAIP2	-0.41	1.0	5.54e-09
1	Immune cells	CD4Tconv	CD4Tn	SCPEP1	-0.53	8.4	6.1e-09
1	Immune cells	CD4Tconv	CD4Tn	MAPK1	-0.5	10.5	6.1e-09
1	Immune cells	CD4Tconv	CD4Tn	C6orf48	0.43	57.1	6.14e-09
1	Immune cells	CD4Tconv	CD4Tn	RNF149	-0.57	17.3	6.45e-09
1	Immune cells	CD4Tconv	CD4Tn	QPCT	-0.47	0.5	6.64e-09
1	Immune cells	CD4Tconv	CD4Tn	RTN4	-0.51	27.2	6.79e-09
1	Immune cells	CD4Tconv	CD4Tn	UXS1	0.31	19.4	7.59e-09
1	Immune cells	CD4Tconv	CD4Tn	LILRA2	-0.39	0.5	8.38e-09
1	Immune cells	CD4Tconv	CD4Tn	GLUL	-0.54	16.2	8.76e-09
1	Immune cells	CD4Tconv	CD4Tn	BLOC1S1	-0.46	41.4	9.5e-09
1	Immune cells	CD4Tconv	CD4Tn	TLR2	-0.46	1.6	1.05e-08
1	Immune cells	CD4Tconv	CD4Tn	NAIP	-0.44	1.0	1.08e-08
1	Immune cells	CD4Tconv	CD4Tn	GIMAP5	0.32	45.0	1.08e-08
1	Immune cells	CD4Tconv	CD4Tn	QKI	-0.47	4.7	1.09e-08
1	Immune cells	CD4Tconv	CD4Tn	RAB3D	-0.46	1.6	1.16e-08
1	Immune cells	CD4Tconv	CD4Tn	ZYX	-0.53	13.6	1.19e-08
1	Immune cells	CD4Tconv	CD4Tn	PRAM1	-0.47	1.6	1.23e-08
1	Immune cells	CD4Tconv	CD4Tn	SOCS2	0.28	14.7	1.41e-08
1	Immune cells	CD4Tconv	CD4Tn	ARPC2	-0.35	75.9	1.42e-08
1	Immune cells	CD4Tconv	CD4Tn	RNF144B	-0.48	0.5	1.57e-08
1	Immune cells	CD4Tconv	CD4Tn	GRINA	-0.48	4.7	1.61e-08
1	Immune cells	CD4Tconv	CD4Tn	TRAF3IP3	0.39	65.4	1.69e-08
1	Immune cells	CD4Tconv	CD4Tn	TIPIN	0.36	57.6	1.73e-08
1	Immune cells	CD4Tconv	CD4Tn	ANXA5	-0.47	17.8	1.87e-08
1	Immune cells	CD4Tconv	CD4Tn	ZC3HAV1	0.38	40.8	1.93e-08
1	Immune cells	CD4Tconv	CD4Tn	PLSCR1	-0.41	2.1	2.02e-08
1	Immune cells	CD4Tconv	CD4Tn	MARCKS	-0.42	0.0	2.03e-08
1	Immune cells	CD4Tconv	CD4Tn	IGSF6	-0.41	0.5	2.03e-08
1	Immune cells	CD4Tconv	CD4Tn	RAB32	-0.49	1.6	2.08e-08
1	Immune cells	CD4Tconv	CD4Tn	TNFRSF1A	-0.45	6.8	2.09e-08
1	Immune cells	CD4Tconv	CD4Tn	H2AFY	-0.55	27.7	2.29e-08
1	Immune cells	CD4Tconv	CD4Tn	ACSL1	-0.47	1.6	2.42e-08
1	Immune cells	CD4Tconv	CD4Tn	ENTPD1	-0.43	2.6	2.64e-08
1	Immune cells	CD4Tconv	CD4Tn	CPPED1	-0.41	0.5	2.83e-08
1	Immune cells	CD4Tconv	CD4Tn	PCSK7	0.37	55.5	2.98e-08
1	Immune cells	CD4Tconv	CD4Tn	DAZAP2	-0.53	46.6	2.99e-08
1	Immune cells	CD4Tconv	CD4Tn	GZMB	-1.21	7.9	3.51e-08
1	Immune cells	CD4Tconv	CD4Tn	COX8A	-0.43	58.1	4e-08
1	Immune cells	CD4Tconv	CD4Tn	CCNG1	0.33	40.3	4.51e-08
1	Immune cells	CD4Tconv	CD4Tn	FOXP1	0.36	42.4	4.63e-08
1	Immune cells	CD4Tconv	CD4Tn	LGALS9	-0.49	9.9	4.77e-08
1	Immune cells	CD4Tconv	CD4Tn	ABI3	-0.48	5.2	4.8e-08
1	Immune cells	CD4Tconv	CD4Tn	THEMIS2	-0.5	8.4	5.09e-08
1	Immune cells	CD4Tconv	CD4Tn	CX3CR1	-0.45	2.6	5.72e-08
1	Immune cells	CD4Tconv	CD4Tn	CCNY	-0.45	5.2	6.11e-08
1	Immune cells	CD4Tconv	CD4Tn	HHEX	-0.38	1.0	6.36e-08
1	Immune cells	CD4Tconv	CD4Tn	TNFRSF1B	-0.46	14.1	6.46e-08
1	Immune cells	CD4Tconv	CD4Tn	ODF3B	-0.41	1.6	6.5e-08
1	Immune cells	CD4Tconv	CD4Tn	METTL7A	-0.41	2.1	6.76e-08
1	Immune cells	CD4Tconv	CD4Tn	UBE2D1	-0.47	8.4	6.78e-08
1	Immune cells	CD4Tconv	CD4Tn	LRRC25	-0.36	0.5	6.87e-08
1	Immune cells	CD4Tconv	CD4Tn	CCR1	-0.39	0.5	7.15e-08
1	Immune cells	CD4Tconv	CD4Tn	NDUFB7	-0.42	35.6	7.23e-08
1	Immune cells	CD4Tconv	CD4Tn	MZT2A	0.4	45.5	7.9e-08
1	Immune cells	CD4Tconv	CD4Tn	SMCO4	-0.4	3.1	7.9e-08
1	Immune cells	CD4Tconv	CD4Tn	GNG11	-0.91	4.2	8.06e-08
1	Immune cells	CD4Tconv	CD4Tn	S100A10	-0.44	69.1	8.18e-08
1	Immune cells	CD4Tconv	CD4Tn	CST7	-0.93	22.0	9.17e-08
1	Immune cells	CD4Tconv	CD4Tn	SPON2	-0.74	3.1	9.94e-08
1	Immune cells	CD4Tconv	CD4Tn	IL2RG	0.29	56.0	1e-07
1	Immune cells	CD4Tconv	CD4Tn	PHC2	-0.4	0.5	1.16e-07
1	Immune cells	CD4Tconv	CD4Tn	TMEM167A	-0.49	15.7	1.18e-07
1	Immune cells	CD4Tconv	CD4Tn	DMXL2	-0.41	1.6	1.21e-07
1	Immune cells	CD4Tconv	CD4Tn	CD300E	-0.42	0.5	1.27e-07
1	Immune cells	CD4Tconv	CD4Tn	LILRB1	-0.35	0.5	1.28e-07
1	Immune cells	CD4Tconv	CD4Tn	GSTK1	0.42	68.1	1.3e-07
1	Immune cells	CD4Tconv	CD4Tn	SCIMP	-0.39	2.1	1.3e-07
1	Immune cells	CD4Tconv	CD4Tn	GSTO1	-0.52	19.4	1.4e-07
1	Immune cells	CD4Tconv	CD4Tn	LINS	0.28	17.3	1.45e-07
1	Immune cells	CD4Tconv	CD4Tn	MOB1A	-0.45	26.7	1.54e-07
1	Immune cells	CD4Tconv	CD4Tn	CTSB	-0.5	20.4	1.62e-07
1	Immune cells	CD4Tconv	CD4Tn	ATP5G2	-0.35	84.3	1.62e-07
1	Immune cells	CD4Tconv	CD4Tn	VNN2	-0.44	2.1	1.65e-07
1	Immune cells	CD4Tconv	CD4Tn	LRP1	-0.36	0.5	1.7e-07
1	Immune cells	CD4Tconv	CD4Tn	SNHG8	0.36	39.3	1.7e-07
1	Immune cells	CD4Tconv	CD4Tn	TPP1	-0.48	12.0	1.77e-07
1	Immune cells	CD4Tconv	CD4Tn	C4orf48	-0.5	31.9	1.87e-07
1	Immune cells	CD4Tconv	CD4Tn	PAK1	-0.39	1.0	2.05e-07
1	Immune cells	CD4Tconv	CD4Tn	POLR2J3	0.35	36.1	2.07e-07
1	Immune cells	CD4Tconv	CD4Tn	ARPC4	-0.39	41.9	2.26e-07
