Cluster	Celltype (malignancy)	Celltype (major-lineage)	Celltype (minor-lineage)	Gene	log2FC	Percentage (%)	Adjusted p-value
3	Immune cells	Mono/Macro	M1	NOP10	0.26	77.1	6.6e-06
3	Immune cells	Mono/Macro	M1	PMVK	0.28	28.8	7.33e-06
3	Immune cells	Mono/Macro	M1	RPS27	-0.39	100.0	7.54e-06
3	Immune cells	Mono/Macro	M1	KLRG1	-0.77	3.4	7.93e-06
3	Immune cells	Mono/Macro	M1	LCP1	0.28	87.3	8.03e-06
3	Immune cells	Mono/Macro	M1	CMC1	-1.43	11.0	8.15e-06
3	Immune cells	Mono/Macro	M1	HLA-A	-0.49	97.5	8.58e-06
3	Immune cells	Mono/Macro	M1	KLRB1	-1.21	0.8	9.11e-06
3	Immune cells	Mono/Macro	M1	BCL11B	-0.49	0.0	9.25e-06
4	Immune cells	Mono/Macro	Monocyte	TUBB1	2.13	73.3	8.94e-98
4	Immune cells	Mono/Macro	Monocyte	SPARC	1.65	78.2	4.14e-87
4	Immune cells	Mono/Macro	Monocyte	GNG11	2.17	88.1	5.59e-85
4	Immune cells	Mono/Macro	Monocyte	C6orf25	1.42	68.3	3.19e-84
4	Immune cells	Mono/Macro	Monocyte	SDPR	2.06	82.2	6.81e-83
4	Immune cells	Mono/Macro	Monocyte	SH3BGRL2	1.1	50.5	7.98e-82
4	Immune cells	Mono/Macro	Monocyte	ITGA2B	1.46	60.4	8.33e-77
4	Immune cells	Mono/Macro	Monocyte	PF4	3.1	96.0	8.47e-73
4	Immune cells	Mono/Macro	Monocyte	PRKAR2B	1.16	55.4	3.97e-70
4	Immune cells	Mono/Macro	Monocyte	C19orf33	1.31	48.5	1.27e-69
4	Immune cells	Mono/Macro	Monocyte	MYL9	1.9	75.2	4.93e-69
4	Immune cells	Mono/Macro	Monocyte	PPBP	3.34	100.0	7.12e-69
4	Immune cells	Mono/Macro	Monocyte	CLU	1.91	74.3	5.69e-68
4	Immune cells	Mono/Macro	Monocyte	F13A1	1.28	69.3	1.31e-67
4	Immune cells	Mono/Macro	Monocyte	TREML1	1.57	60.4	2.05e-66
4	Immune cells	Mono/Macro	Monocyte	NRGN	1.88	91.1	1.12e-63
4	Immune cells	Mono/Macro	Monocyte	HIST1H2AC	2.03	77.2	1.3e-62
4	Immune cells	Mono/Macro	Monocyte	GP9	1.52	50.5	1.3e-59
4	Immune cells	Mono/Macro	Monocyte	NGFRAP1	1.37	69.3	2.02e-57
4	Immune cells	Mono/Macro	Monocyte	MAP3K7CL	1.3	61.4	1.85e-56
4	Immune cells	Mono/Macro	Monocyte	PF4V1	1.12	42.6	2.63e-56
4	Immune cells	Mono/Macro	Monocyte	RUFY1	1.15	60.4	7.63e-56
4	Immune cells	Mono/Macro	Monocyte	CMTM5	1.03	46.5	3.24e-55
4	Immune cells	Mono/Macro	Monocyte	CTTN	0.81	34.7	4.98e-54
4	Immune cells	Mono/Macro	Monocyte	TSC22D1	1.49	49.5	6.18e-52
4	Immune cells	Mono/Macro	Monocyte	ACRBP	1.58	52.5	1.43e-51
4	Immune cells	Mono/Macro	Monocyte	SEPT5	0.89	35.6	1.94e-51
4	Immune cells	Mono/Macro	Monocyte	RGS18	1.79	88.1	3.35e-51
4	Immune cells	Mono/Macro	Monocyte	PGRMC1	1.33	67.3	1.21e-46
4	Immune cells	Mono/Macro	Monocyte	C2orf88	0.81	32.7	2.11e-46
4	Immune cells	Mono/Macro	Monocyte	GPX1	1.57	100.0	2.46e-45
4	Immune cells	Mono/Macro	Monocyte	VCL	1.12	68.3	2.97e-44
4	Immune cells	Mono/Macro	Monocyte	CALD1	0.77	25.7	8.41e-43
4	Immune cells	Mono/Macro	Monocyte	ACTN1	0.87	62.4	9.59e-43
4	Immune cells	Mono/Macro	Monocyte	LCN2	0.72	29.7	1.59e-42
4	Immune cells	Mono/Macro	Monocyte	MMD	1.16	45.5	9.07e-42
4	Immune cells	Mono/Macro	Monocyte	RP11-367G6.3	0.94	44.6	1.57e-41
4	Immune cells	Mono/Macro	Monocyte	MTURN	0.81	41.6	4.02e-41
4	Immune cells	Mono/Macro	Monocyte	LTBP1	0.38	20.8	6e-41
4	Immune cells	Mono/Macro	Monocyte	CLEC1B	0.82	23.8	2.61e-40
4	Immune cells	Mono/Macro	Monocyte	PDE5A	0.38	19.8	7.45e-39
4	Immune cells	Mono/Macro	Monocyte	PTGS1	0.72	38.6	7.67e-39
4	Immune cells	Mono/Macro	Monocyte	NCOA4	1.45	93.1	3.82e-38
4	Immune cells	Mono/Macro	Monocyte	AC147651.3	0.62	25.7	3.82e-38
4	Immune cells	Mono/Macro	Monocyte	HIST1H2BJ	0.76	31.7	5.93e-37
4	Immune cells	Mono/Macro	Monocyte	CD9	1.18	50.5	1.02e-36
4	Immune cells	Mono/Macro	Monocyte	PTCRA	1.21	29.7	8.31e-36
4	Immune cells	Mono/Macro	Monocyte	RP11-501J20.5	0.55	19.8	5.72e-35
4	Immune cells	Mono/Macro	Monocyte	GNAZ	0.44	18.8	1.12e-34
4	Immune cells	Mono/Macro	Monocyte	HIST1H2BK	1.11	67.3	1.32e-34
4	Immune cells	Mono/Macro	Monocyte	TPM1	0.95	47.5	3.14e-34
4	Immune cells	Mono/Macro	Monocyte	SAT1	1.03	100.0	4.49e-33
4	Immune cells	Mono/Macro	Monocyte	AP001189.4	0.71	30.7	1.02e-32
4	Immune cells	Mono/Macro	Monocyte	TNNC2	0.41	18.8	3.65e-31
4	Immune cells	Mono/Macro	Monocyte	C12orf39	0.63	20.8	7.27e-31
4	Immune cells	Mono/Macro	Monocyte	TMEM40	1.08	28.7	7.48e-31
4	Immune cells	Mono/Macro	Monocyte	MAX	1.14	72.3	1.64e-30
4	Immune cells	Mono/Macro	Monocyte	RP11-879F14.2	0.57	19.8	1.95e-30
4	Immune cells	Mono/Macro	Monocyte	LIMS1	0.97	72.3	5.42e-30
4	Immune cells	Mono/Macro	Monocyte	THBS1	0.71	71.3	5.67e-30
4	Immune cells	Mono/Macro	Monocyte	TLN1	1.09	79.2	2.08e-29
4	Immune cells	Mono/Macro	Monocyte	H3F3A	0.8	100.0	2.29e-29
4	Immune cells	Mono/Macro	Monocyte	CD36	0.89	85.1	2.32e-29
4	Immune cells	Mono/Macro	Monocyte	GUCY1B3	0.49	17.8	4.4e-29
4	Immune cells	Mono/Macro	Monocyte	SCGB1C1	0.38	16.8	1.42e-28
4	Immune cells	Mono/Macro	Monocyte	CA2	0.99	39.6	1.17e-27
4	Immune cells	Mono/Macro	Monocyte	TPM4	1.07	76.2	1.84e-27
4	Immune cells	Mono/Macro	Monocyte	RPS3	-0.84	98.0	5.11e-27
4	Immune cells	Mono/Macro	Monocyte	YWHAH	1.03	74.3	6.14e-27
4	Immune cells	Mono/Macro	Monocyte	MT-ND1	0.65	99.0	1.76e-26
4	Immune cells	Mono/Macro	Monocyte	MALAT1	-1.17	94.1	1.81e-26
4	Immune cells	Mono/Macro	Monocyte	SELP	0.29	15.8	1.81e-26
4	Immune cells	Mono/Macro	Monocyte	FHL1	0.7	29.7	2.52e-26
4	Immune cells	Mono/Macro	Monocyte	SOD2	0.83	77.2	2.92e-26
4	Immune cells	Mono/Macro	Monocyte	LGALSL	0.43	13.9	6.63e-26
4	Immune cells	Mono/Macro	Monocyte	CTDSPL	0.3	13.9	7.66e-26
4	Immune cells	Mono/Macro	Monocyte	ESAM	0.49	18.8	8.19e-26
4	Immune cells	Mono/Macro	Monocyte	CLDN5	0.47	18.8	9.23e-26
4	Immune cells	Mono/Macro	Monocyte	TAL1	0.51	19.8	1.46e-25
4	Immune cells	Mono/Macro	Monocyte	TSPAN33	0.42	20.8	2.01e-25
4	Immune cells	Mono/Macro	Monocyte	RPL23A	-0.9	94.1	3.14e-25
4	Immune cells	Mono/Macro	Monocyte	RAB32	0.7	55.4	3.52e-25
4	Immune cells	Mono/Macro	Monocyte	HBG2	1.4	63.4	4.01e-25
4	Immune cells	Mono/Macro	Monocyte	ZNF438	0.4	20.8	4.68e-25
4	Immune cells	Mono/Macro	Monocyte	CLIC4	0.34	25.7	6.57e-25
4	Immune cells	Mono/Macro	Monocyte	FTH1	0.77	100.0	1.45e-24
4	Immune cells	Mono/Macro	Monocyte	MFSD1	0.85	65.3	1.64e-24
4	Immune cells	Mono/Macro	Monocyte	RP11-1143G9.4	0.86	95.0	2.06e-24
4	Immune cells	Mono/Macro	Monocyte	ITGB5	0.34	13.9	4.49e-24
4	Immune cells	Mono/Macro	Monocyte	TIMP1	1.06	84.2	4.6e-24
4	Immune cells	Mono/Macro	Monocyte	APP	0.65	45.5	7.25e-24
4	Immune cells	Mono/Macro	Monocyte	CDK2AP1	0.41	22.8	8.73e-24
4	Immune cells	Mono/Macro	Monocyte	CD163	0.61	57.4	9.89e-24
4	Immune cells	Mono/Macro	Monocyte	ALOX12	0.29	12.9	1.14e-23
4	Immune cells	Mono/Macro	Monocyte	TMSB4X	0.59	100.0	1.16e-23
4	Immune cells	Mono/Macro	Monocyte	COTL1	0.77	99.0	1.31e-23
4	Immune cells	Mono/Macro	Monocyte	PLA2G12A	0.75	30.7	1.52e-23
4	Immune cells	Mono/Macro	Monocyte	PDLIM1	0.96	49.5	3.28e-23
4	Immune cells	Mono/Macro	Monocyte	RPL27A	-0.61	94.1	3.67e-23
4	Immune cells	Mono/Macro	Monocyte	OAZ1	0.72	100.0	4.14e-23
4	Immune cells	Mono/Macro	Monocyte	NT5C3A	0.99	55.4	5.14e-23
4	Immune cells	Mono/Macro	Monocyte	SRGN	0.75	99.0	7.13e-23
4	Immune cells	Mono/Macro	Monocyte	LINC00657	0.68	63.4	8.18e-23
4	Immune cells	Mono/Macro	Monocyte	RPS19	-0.79	95.0	1.81e-22
4	Immune cells	Mono/Macro	Monocyte	KCNE3	0.52	57.4	3.23e-22
4	Immune cells	Mono/Macro	Monocyte	VCAN	0.78	90.1	3.28e-22
4	Immune cells	Mono/Macro	Monocyte	ARHGAP21	0.29	15.8	3.41e-22
4	Immune cells	Mono/Macro	Monocyte	MS4A6A	0.69	91.1	3.87e-22
4	Immune cells	Mono/Macro	Monocyte	SNAP23	0.83	65.3	4.02e-22
4	Immune cells	Mono/Macro	Monocyte	FOS	0.87	88.1	4.35e-22
4	Immune cells	Mono/Macro	Monocyte	MT-CO3	0.54	99.0	5.02e-22
4	Immune cells	Mono/Macro	Monocyte	RGS10	1.16	83.2	5.41e-22
4	Immune cells	Mono/Macro	Monocyte	NEXN	0.6	19.8	7.37e-22
4	Immune cells	Mono/Macro	Monocyte	TRAPPC3L	0.34	11.9	1.13e-21
4	Immune cells	Mono/Macro	Monocyte	MPEG1	0.68	81.2	1.18e-21
4	Immune cells	Mono/Macro	Monocyte	PCSK6	0.31	11.9	1.23e-21
4	Immune cells	Mono/Macro	Monocyte	RAB31	0.69	63.4	1.92e-21
4	Immune cells	Mono/Macro	Monocyte	RPL31	-0.7	94.1	2.09e-21
4	Immune cells	Mono/Macro	Monocyte	SH3BGRL3	0.7	100.0	2.44e-21
4	Immune cells	Mono/Macro	Monocyte	SMOX	0.44	15.8	2.46e-21
4	Immune cells	Mono/Macro	Monocyte	TAGLN2	1.27	90.1	2.64e-21
4	Immune cells	Mono/Macro	Monocyte	MTRNR2L2	0.71	38.6	3.6e-21
4	Immune cells	Mono/Macro	Monocyte	GNAQ	0.66	57.4	4.02e-21
4	Immune cells	Mono/Macro	Monocyte	ARHGAP6	0.4	13.9	4.92e-21
4	Immune cells	Mono/Macro	Monocyte	LY6G6F	0.36	13.9	5.4e-21
4	Immune cells	Mono/Macro	Monocyte	HIST2H2BE	0.67	26.7	5.85e-21
4	Immune cells	Mono/Macro	Monocyte	FAXDC2	0.42	17.8	5.93e-21
4	Immune cells	Mono/Macro	Monocyte	RPSA	-1.1	81.2	7.25e-21
4	Immune cells	Mono/Macro	Monocyte	FGL2	0.71	85.1	8.22e-21
4	Immune cells	Mono/Macro	Monocyte	ITM2B	0.87	99.0	1.09e-20
4	Immune cells	Mono/Macro	Monocyte	ANO6	0.58	40.6	1.23e-20
4	Immune cells	Mono/Macro	Monocyte	BACH1	0.51	51.5	1.23e-20
4	Immune cells	Mono/Macro	Monocyte	RPS18	-0.65	96.0	1.67e-20
4	Immune cells	Mono/Macro	Monocyte	MTRNR2L12	0.75	64.4	2.45e-20
4	Immune cells	Mono/Macro	Monocyte	HBG1	1.04	52.5	2.55e-20
4	Immune cells	Mono/Macro	Monocyte	LYZ	0.83	96.0	2.64e-20
4	Immune cells	Mono/Macro	Monocyte	RAB27B	0.62	20.8	2.86e-20
4	Immune cells	Mono/Macro	Monocyte	RPL7A	-0.65	92.1	2.86e-20
4	Immune cells	Mono/Macro	Monocyte	CYP1B1	0.56	58.4	2.99e-20
4	Immune cells	Mono/Macro	Monocyte	SLC40A1	0.54	41.6	3.04e-20
4	Immune cells	Mono/Macro	Monocyte	MCTP1	0.47	27.7	3.87e-20
4	Immune cells	Mono/Macro	Monocyte	MTPN	0.77	80.2	4.34e-20
4	Immune cells	Mono/Macro	Monocyte	RPL3	-0.79	97.0	4.53e-20
4	Immune cells	Mono/Macro	Monocyte	RPS4X	-0.65	96.0	4.66e-20
4	Immune cells	Mono/Macro	Monocyte	IRAK3	0.56	63.4	4.77e-20
4	Immune cells	Mono/Macro	Monocyte	OST4	0.9	99.0	4.77e-20
4	Immune cells	Mono/Macro	Monocyte	MT-ATP8	0.57	53.5	5.35e-20
4	Immune cells	Mono/Macro	Monocyte	RAB3D	0.59	51.5	7.91e-20
4	Immune cells	Mono/Macro	Monocyte	ACTB	0.65	100.0	9.36e-20
4	Immune cells	Mono/Macro	Monocyte	RNF130	0.62	75.2	1.11e-19
4	Immune cells	Mono/Macro	Monocyte	DAPP1	0.68	47.5	1.15e-19
4	Immune cells	Mono/Macro	Monocyte	RPS27	-0.68	98.0	1.38e-19
4	Immune cells	Mono/Macro	Monocyte	NAP1L1	0.99	94.1	1.38e-19
4	Immune cells	Mono/Macro	Monocyte	CYBB	0.68	79.2	1.42e-19
4	Immune cells	Mono/Macro	Monocyte	KCTD12	0.61	78.2	1.62e-19
4	Immune cells	Mono/Macro	Monocyte	MPP1	0.85	47.5	1.7e-19
4	Immune cells	Mono/Macro	Monocyte	SEC14L1	0.55	50.5	1.98e-19
4	Immune cells	Mono/Macro	Monocyte	RPS10	-0.64	94.1	2.1e-19
4	Immune cells	Mono/Macro	Monocyte	LINC00853	0.47	14.9	2.25e-19
4	Immune cells	Mono/Macro	Monocyte	STXBP2	0.65	87.1	2.35e-19
4	Immune cells	Mono/Macro	Monocyte	RAB11A	0.87	67.3	2.91e-19
4	Immune cells	Mono/Macro	Monocyte	MNDA	0.69	92.1	3.17e-19
4	Immune cells	Mono/Macro	Monocyte	RPL14	-0.61	93.1	3.28e-19
4	Immune cells	Mono/Macro	Monocyte	RPS29	-0.73	96.0	3.59e-19
4	Immune cells	Mono/Macro	Monocyte	MLH3	0.57	33.7	3.9e-19
4	Immune cells	Mono/Macro	Monocyte	RPS2	-0.55	95.0	4.13e-19
4	Immune cells	Mono/Macro	Monocyte	TNFSF13B	0.52	75.2	5.38e-19
4	Immune cells	Mono/Macro	Monocyte	RPL5	-0.72	88.1	5.45e-19
4	Immune cells	Mono/Macro	Monocyte	AP1S2	0.65	93.1	5.7e-19
4	Immune cells	Mono/Macro	Monocyte	FCER1G	0.67	98.0	6.6e-19
4	Immune cells	Mono/Macro	Monocyte	TNFAIP2	0.45	51.5	6.61e-19
4	Immune cells	Mono/Macro	Monocyte	MGST1	0.52	63.4	7.55e-19
4	Immune cells	Mono/Macro	Monocyte	CDKN1A	0.41	23.8	7.63e-19
4	Immune cells	Mono/Macro	Monocyte	CD93	0.53	66.3	8.46e-19
4	Immune cells	Mono/Macro	Monocyte	SCN1B	0.44	13.9	8.55e-19
4	Immune cells	Mono/Macro	Monocyte	FKBP1A	0.7	93.1	1.1e-18
4	Immune cells	Mono/Macro	Monocyte	ITGB3	0.27	11.9	1.59e-18
4	Immune cells	Mono/Macro	Monocyte	GNS	0.51	51.5	1.81e-18
4	Immune cells	Mono/Macro	Monocyte	RGS2	0.72	81.2	2.3e-18
4	Immune cells	Mono/Macro	Monocyte	LINC00989	0.37	14.9	2.47e-18
4	Immune cells	Mono/Macro	Monocyte	ODC1	1.04	53.5	2.48e-18
4	Immune cells	Mono/Macro	Monocyte	S100A12	0.56	95.0	4.06e-18
4	Immune cells	Mono/Macro	Monocyte	LMNA	0.5	19.8	4.71e-18
4	Immune cells	Mono/Macro	Monocyte	ELOVL7	0.42	10.9	5.16e-18
4	Immune cells	Mono/Macro	Monocyte	NFAM1	0.47	42.6	7.7e-18
4	Immune cells	Mono/Macro	Monocyte	ENKUR	0.42	12.9	8.06e-18
4	Immune cells	Mono/Macro	Monocyte	CMIP	0.62	56.4	8.89e-18
4	Immune cells	Mono/Macro	Monocyte	LRRK2	0.61	58.4	8.97e-18
4	Immune cells	Mono/Macro	Monocyte	RPSAP58	-1.06	70.3	8.98e-18
4	Immune cells	Mono/Macro	Monocyte	GNAS	0.81	81.2	1.36e-17
4	Immune cells	Mono/Macro	Monocyte	RPL41	-0.43	100.0	1.51e-17
4	Immune cells	Mono/Macro	Monocyte	PTPN12	0.57	52.5	1.97e-17
4	Immune cells	Mono/Macro	Monocyte	TLR4	0.44	37.6	2.03e-17
4	Immune cells	Mono/Macro	Monocyte	RPS25	-0.64	95.0	2.85e-17
4	Immune cells	Mono/Macro	Monocyte	LST1	0.64	93.1	2.85e-17
4	Immune cells	Mono/Macro	Monocyte	RPL13A	-0.43	97.0	3.07e-17
4	Immune cells	Mono/Macro	Monocyte	CD52	-0.84	80.2	3.8e-17
4	Immune cells	Mono/Macro	Monocyte	CLEC7A	0.57	71.3	3.87e-17
4	Immune cells	Mono/Macro	Monocyte	GAS7	0.46	43.6	3.9e-17
4	Immune cells	Mono/Macro	Monocyte	MAFB	0.54	47.5	4.32e-17
4	Immune cells	Mono/Macro	Monocyte	PTPLAD2	0.66	69.3	4.87e-17
4	Immune cells	Mono/Macro	Monocyte	GPX4	0.74	91.1	5.36e-17
4	Immune cells	Mono/Macro	Monocyte	RNASE6	0.57	65.3	5.36e-17
4	Immune cells	Mono/Macro	Monocyte	CRTAP	0.58	65.3	6.46e-17
4	Immune cells	Mono/Macro	Monocyte	GAS2L1	0.33	19.8	7.05e-17
4	Immune cells	Mono/Macro	Monocyte	RNF11	0.79	50.5	7.13e-17
4	Immune cells	Mono/Macro	Monocyte	CTSS	0.75	92.1	7.3e-17
4	Immune cells	Mono/Macro	Monocyte	HBB	-0.94	100.0	8.02e-17
4	Immune cells	Mono/Macro	Monocyte	TUBA1C	0.79	36.6	8.36e-17
4	Immune cells	Mono/Macro	Monocyte	MARCH2	0.71	39.6	8.66e-17
4	Immune cells	Mono/Macro	Monocyte	SDCBP	0.61	86.1	9.24e-17
4	Immune cells	Mono/Macro	Monocyte	RPL11	-0.44	96.0	1.07e-16
4	Immune cells	Mono/Macro	Monocyte	CSTA	0.56	89.1	1.37e-16
4	Immune cells	Mono/Macro	Monocyte	SPNS1	0.59	44.6	1.37e-16
4	Immune cells	Mono/Macro	Monocyte	MTRNR2L8	0.54	36.6	1.73e-16
4	Immune cells	Mono/Macro	Monocyte	MT-ND4	0.42	99.0	1.74e-16
4	Immune cells	Mono/Macro	Monocyte	DUSP6	0.6	60.4	2.04e-16
4	Immune cells	Mono/Macro	Monocyte	CTSA	0.88	64.4	2.06e-16
4	Immune cells	Mono/Macro	Monocyte	RBM47	0.41	41.6	2.82e-16
4	Immune cells	Mono/Macro	Monocyte	SCPEP1	0.53	63.4	3.28e-16
4	Immune cells	Mono/Macro	Monocyte	CHST15	0.32	30.7	3.36e-16
4	Immune cells	Mono/Macro	Monocyte	PSAP	0.65	92.1	3.61e-16
4	Immune cells	Mono/Macro	Monocyte	MIR4435-1HG	0.72	56.4	3.86e-16
4	Immune cells	Mono/Macro	Monocyte	CD302	0.44	65.3	4.22e-16
4	Immune cells	Mono/Macro	Monocyte	MT-ND3	0.41	99.0	4.91e-16
4	Immune cells	Mono/Macro	Monocyte	RABGAP1L	0.7	54.5	5e-16
4	Immune cells	Mono/Macro	Monocyte	METTL22	0.31	27.7	5.04e-16
4	Immune cells	Mono/Macro	Monocyte	CLEC4A	0.45	59.4	5.18e-16
4	Immune cells	Mono/Macro	Monocyte	PYGL	0.36	38.6	5.6e-16
4	Immune cells	Mono/Macro	Monocyte	ABCC4	0.3	11.9	5.66e-16
4	Immune cells	Mono/Macro	Monocyte	RPS6	-0.51	97.0	5.85e-16
4	Immune cells	Mono/Macro	Monocyte	ZEB2	0.54	77.2	6.19e-16
4	Immune cells	Mono/Macro	Monocyte	MARCKS	0.36	43.6	7.32e-16
4	Immune cells	Mono/Macro	Monocyte	RHOB	0.54	48.5	8.53e-16
4	Immune cells	Mono/Macro	Monocyte	GMPR	0.59	30.7	9.41e-16
4	Immune cells	Mono/Macro	Monocyte	CYFIP1	0.32	29.7	1.05e-15
4	Immune cells	Mono/Macro	Monocyte	NAMPT	0.54	56.4	1.23e-15
4	Immune cells	Mono/Macro	Monocyte	RPL19	-0.45	96.0	1.23e-15
4	Immune cells	Mono/Macro	Monocyte	FGD4	0.47	36.6	1.52e-15
4	Immune cells	Mono/Macro	Monocyte	FOSL2	0.45	40.6	1.53e-15
4	Immune cells	Mono/Macro	Monocyte	RAC1	0.63	89.1	1.53e-15
4	Immune cells	Mono/Macro	Monocyte	PLXDC2	0.41	42.6	1.56e-15
4	Immune cells	Mono/Macro	Monocyte	HBA2	-0.75	100.0	1.59e-15
4	Immune cells	Mono/Macro	Monocyte	LTA4H	0.55	84.2	1.89e-15
4	Immune cells	Mono/Macro	Monocyte	ATP6V1B2	0.55	70.3	1.94e-15
4	Immune cells	Mono/Macro	Monocyte	DAB2	0.35	20.8	1.94e-15
4	Immune cells	Mono/Macro	Monocyte	PTPRCAP	-1.57	11.9	2.28e-15
4	Immune cells	Mono/Macro	Monocyte	RPS5	-0.68	92.1	2.38e-15
4	Immune cells	Mono/Macro	Monocyte	DAZAP2	0.62	86.1	2.65e-15
4	Immune cells	Mono/Macro	Monocyte	MYH9	0.71	75.2	2.93e-15
4	Immune cells	Mono/Macro	Monocyte	RPL30	-0.48	98.0	2.94e-15
4	Immune cells	Mono/Macro	Monocyte	RPL15	-0.49	96.0	3.11e-15
4	Immune cells	Mono/Macro	Monocyte	GPCPD1	0.48	48.5	3.7e-15
4	Immune cells	Mono/Macro	Monocyte	PLXNC1	0.48	40.6	4.04e-15
4	Immune cells	Mono/Macro	Monocyte	CLCN3	0.38	26.7	5.01e-15
4	Immune cells	Mono/Macro	Monocyte	PHC2	0.49	41.6	5.11e-15
4	Immune cells	Mono/Macro	Monocyte	STK24	0.42	45.5	5.98e-15
4	Immune cells	Mono/Macro	Monocyte	DUSP1	0.66	84.2	6.34e-15
4	Immune cells	Mono/Macro	Monocyte	EGFL7	0.26	11.9	8.29e-15
4	Immune cells	Mono/Macro	Monocyte	RPS26	-0.47	95.0	1.25e-14
4	Immune cells	Mono/Macro	Monocyte	GLA	0.4	19.8	1.43e-14
4	Immune cells	Mono/Macro	Monocyte	RPL10A	-0.61	90.1	1.43e-14
4	Immune cells	Mono/Macro	Monocyte	ZYX	0.57	68.3	1.69e-14
4	Immune cells	Mono/Macro	Monocyte	NPM1	-0.85	58.4	1.83e-14
4	Immune cells	Mono/Macro	Monocyte	UBXN11	0.46	41.6	2.1e-14
4	Immune cells	Mono/Macro	Monocyte	SNN	0.57	32.7	2.12e-14
4	Immune cells	Mono/Macro	Monocyte	CCDC88A	0.4	36.6	2.36e-14
4	Immune cells	Mono/Macro	Monocyte	MARCH1	0.56	68.3	2.43e-14
4	Immune cells	Mono/Macro	Monocyte	C7orf73	0.66	78.2	2.51e-14
4	Immune cells	Mono/Macro	Monocyte	EEF2	-0.66	83.2	2.51e-14
4	Immune cells	Mono/Macro	Monocyte	AHNAK	0.68	75.2	2.94e-14
4	Immune cells	Mono/Macro	Monocyte	EGR1	0.43	34.7	3.09e-14
4	Immune cells	Mono/Macro	Monocyte	MOB1B	0.3	24.8	3.27e-14
4	Immune cells	Mono/Macro	Monocyte	ACER3	0.39	36.6	3.4e-14
4	Immune cells	Mono/Macro	Monocyte	ABLIM3	0.26	10.9	4.04e-14
4	Immune cells	Mono/Macro	Monocyte	GSTO1	0.83	72.3	4.23e-14
4	Immune cells	Mono/Macro	Monocyte	TIMP2	0.44	48.5	4.41e-14
4	Immune cells	Mono/Macro	Monocyte	DPYSL2	0.54	56.4	4.97e-14
4	Immune cells	Mono/Macro	Monocyte	LINC00984	0.34	17.8	4.99e-14
4	Immune cells	Mono/Macro	Monocyte	GFI1B	0.38	11.9	5.09e-14
4	Immune cells	Mono/Macro	Monocyte	MT-ATP6	0.4	99.0	5.09e-14
4	Immune cells	Mono/Macro	Monocyte	CDC42	0.49	93.1	5.49e-14
4	Immune cells	Mono/Macro	Monocyte	PIK3CB	0.28	25.7	5.5e-14
4	Immune cells	Mono/Macro	Monocyte	YBX3	0.58	64.4	5.56e-14
4	Immune cells	Mono/Macro	Monocyte	DNM3	0.27	11.9	6.21e-14
4	Immune cells	Mono/Macro	Monocyte	LGALS1	0.57	94.1	6.41e-14
4	Immune cells	Mono/Macro	Monocyte	IL32	-2.05	17.8	6.58e-14
4	Immune cells	Mono/Macro	Monocyte	ENDOD1	0.32	16.8	6.58e-14
4	Immune cells	Mono/Macro	Monocyte	TYMP	0.56	84.2	6.58e-14
4	Immune cells	Mono/Macro	Monocyte	EDEM3	0.3	33.7	7.78e-14
4	Immune cells	Mono/Macro	Monocyte	SLC11A1	0.53	63.4	7.96e-14
4	Immune cells	Mono/Macro	Monocyte	DAPK1	0.26	25.7	8.04e-14
4	Immune cells	Mono/Macro	Monocyte	TPP1	0.52	63.4	8.74e-14
4	Immune cells	Mono/Macro	Monocyte	C14orf2	0.48	97.0	9.54e-14
4	Immune cells	Mono/Macro	Monocyte	PCBP1	0.57	88.1	1.06e-13
4	Immune cells	Mono/Macro	Monocyte	MEGF9	0.47	59.4	1.14e-13
4	Immune cells	Mono/Macro	Monocyte	CECR1	0.41	57.4	1.53e-13
4	Immune cells	Mono/Macro	Monocyte	RPS14	-0.35	99.0	1.73e-13
4	Immune cells	Mono/Macro	Monocyte	CCR1	0.36	41.6	1.73e-13
4	Immune cells	Mono/Macro	Monocyte	ACTR2	0.6	85.1	1.86e-13
4	Immune cells	Mono/Macro	Monocyte	ARPC5	0.65	90.1	2.25e-13
4	Immune cells	Mono/Macro	Monocyte	SLC6A6	0.32	37.6	2.25e-13
4	Immune cells	Mono/Macro	Monocyte	YWHAE	0.54	67.3	2.31e-13
4	Immune cells	Mono/Macro	Monocyte	MS4A7	0.37	53.5	2.56e-13
4	Immune cells	Mono/Macro	Monocyte	CTSD	0.58	88.1	2.65e-13
4	Immune cells	Mono/Macro	Monocyte	IQGAP1	0.52	75.2	3.09e-13
4	Immune cells	Mono/Macro	Monocyte	MFAP3L	0.31	10.9	3.27e-13
4	Immune cells	Mono/Macro	Monocyte	FTL	0.58	100.0	3.61e-13
4	Immune cells	Mono/Macro	Monocyte	YWHAZ	0.59	89.1	3.81e-13
4	Immune cells	Mono/Macro	Monocyte	APLP2	0.53	72.3	3.89e-13
4	Immune cells	Mono/Macro	Monocyte	WBP5	0.29	10.9	3.99e-13
4	Immune cells	Mono/Macro	Monocyte	CCNY	0.43	52.5	4.54e-13
4	Immune cells	Mono/Macro	Monocyte	ASAH1	0.54	75.2	4.76e-13
4	Immune cells	Mono/Macro	Monocyte	SH3BGRL	0.67	82.2	4.98e-13
4	Immune cells	Mono/Macro	Monocyte	PRUNE	0.37	15.8	5.04e-13
